"","cod_municipio","municipio","faixa_etaria","quantidade","sexo"
"5461",210207,"Bom Lugar","40-44",581,"Masculino"
"5462",210210,"Brejo","40-44",1061,"Masculino"
"5463",210215,"Brejo de Areia","40-44",284,"Masculino"
"5464",210220,"Buriti","40-44",757,"Masculino"
"5465",210230,"Buriti Bravo","40-44",737,"Masculino"
"5466",210232,"Buriticupu","40-44",2061,"Masculino"
"5467",210235,"Buritirana","40-44",515,"Masculino"
"5468",210237,"Cachoeira Grande","40-44",253,"Masculino"
"5469",210240,"Cajapió","40-44",333,"Masculino"
"5470",210250,"Cajari","40-44",599,"Masculino"
"5471",210255,"Campestre do Maranhão","40-44",465,"Masculino"
"5472",210260,"Cândido Mendes","40-44",611,"Masculino"
"5473",210270,"Cantanhede","40-44",723,"Masculino"
"5474",210275,"Capinzal do Norte","40-44",345,"Masculino"
"5475",210280,"Carolina","40-44",830,"Masculino"
"5476",210290,"Carutapera","40-44",726,"Masculino"
"5477",210300,"Caxias","40-44",5255,"Masculino"
"5478",210310,"Cedral","40-44",428,"Masculino"
"5479",210312,"Central do Maranhão","40-44",244,"Masculino"
"5480",210315,"Centro do Guilherme","40-44",444,"Masculino"
"5481",210317,"Centro Novo do Maranhão","40-44",696,"Masculino"
"5482",210320,"Chapadinha","40-44",2347,"Masculino"
"5483",210325,"Cidelândia","40-44",477,"Masculino"
"5484",210330,"Codó","40-44",3499,"Masculino"
"5485",210340,"Coelho Neto","40-44",1358,"Masculino"
"5486",210350,"Colinas","40-44",1261,"Masculino"
"5487",210355,"Conceição do Lago-Açu","40-44",483,"Masculino"
"5488",210360,"Coroatá","40-44",1912,"Masculino"
"5489",210370,"Cururupu","40-44",1104,"Masculino"
"5490",210375,"Davinópolis","40-44",414,"Masculino"
"5491",210380,"Dom Pedro","40-44",794,"Masculino"
"5492",210390,"Duque Bacelar","40-44",320,"Masculino"
"5493",210400,"Esperantinópolis","40-44",514,"Masculino"
"5494",210405,"Estreito","40-44",1953,"Masculino"
"5495",210407,"Feira Nova do Maranhão","40-44",307,"Masculino"
"5496",210408,"Fernando Falcão","40-44",275,"Masculino"
"5497",210409,"Formosa da Serra Negra","40-44",611,"Masculino"
"5498",210410,"Fortaleza dos Nogueiras","40-44",423,"Masculino"
"5499",210420,"Fortuna","40-44",492,"Masculino"
"5500",210430,"Godofredo Viana","40-44",381,"Masculino"
"5501",210440,"Gonçalves Dias","40-44",606,"Masculino"
"5502",210450,"Governador Archer","40-44",358,"Masculino"
"5503",210455,"Governador Edison Lobão","40-44",573,"Masculino"
"5504",210460,"Governador Eugênio Barros","40-44",530,"Masculino"
"5505",210462,"Governador Luiz Rocha","40-44",301,"Masculino"
"5506",210465,"Governador Newton Bello","40-44",341,"Masculino"
"5507",210467,"Governador Nunes Freire","40-44",651,"Masculino"
"5508",210470,"Graça Aranha","40-44",228,"Masculino"
"5509",210480,"Grajaú","40-44",2085,"Masculino"
"5510",210490,"Guimarães","40-44",381,"Masculino"
"5511",210500,"Humberto de Campos","40-44",808,"Masculino"
"5512",210510,"Icatu","40-44",875,"Masculino"
"5513",210515,"Igarapé do Meio","40-44",385,"Masculino"
"5514",210520,"Igarapé Grande","40-44",440,"Masculino"
"5515",210530,"Imperatriz","40-44",9063,"Masculino"
"5516",210535,"Itaipava do Grajaú","40-44",458,"Masculino"
"5517",210540,"Itapecuru Mirim","40-44",2149,"Masculino"
"5518",210542,"Itinga do Maranhão","40-44",794,"Masculino"
"5519",210545,"Jatobá","40-44",322,"Masculino"
"5520",210547,"Jenipapo dos Vieiras","40-44",558,"Masculino"
"5521",210550,"João Lisboa","40-44",745,"Masculino"
"5522",210560,"Joselândia","40-44",551,"Masculino"
"5523",210565,"Junco do Maranhão","40-44",106,"Masculino"
"5524",210570,"Lago da Pedra","40-44",1508,"Masculino"
"5525",210580,"Lago do Junco","40-44",344,"Masculino"
"5526",210594,"Lago dos Rodrigues","40-44",288,"Masculino"
"5527",210590,"Lago Verde","40-44",518,"Masculino"
"5528",210592,"Lagoa do Mato","40-44",399,"Masculino"
"5529",210596,"Lagoa Grande do Maranhão","40-44",317,"Masculino"
"5530",210598,"Lajeado Novo","40-44",281,"Masculino"
"5531",210600,"Lima Campos","40-44",386,"Masculino"
"5532",210610,"Loreto","40-44",388,"Masculino"
"5533",210620,"Luís Domingues","40-44",247,"Masculino"
"5534",210630,"Magalhães de Almeida","40-44",707,"Masculino"
"5535",210632,"Maracaçumé","40-44",607,"Masculino"
"5536",210635,"Marajá do Sena","40-44",267,"Masculino"
"5537",210637,"Maranhãozinho","40-44",616,"Masculino"
"5538",210640,"Mata Roma","40-44",461,"Masculino"
"5539",210650,"Matinha","40-44",726,"Masculino"
"5540",210660,"Matões","40-44",1004,"Masculino"
"5541",210663,"Matões do Norte","40-44",622,"Masculino"
"5542",210667,"Milagres do Maranhão","40-44",247,"Masculino"
"5543",210670,"Mirador","40-44",645,"Masculino"
"5544",210675,"Miranda do Norte","40-44",1083,"Masculino"
"5545",210680,"Mirinzal","40-44",525,"Masculino"
"5546",210690,"Monção","40-44",934,"Masculino"
"5547",210700,"Montes Altos","40-44",303,"Masculino"
"5548",210710,"Morros","40-44",544,"Masculino"
"5549",210720,"Nina Rodrigues","40-44",333,"Masculino"
"5550",210725,"Nova Colinas","40-44",161,"Masculino"
"5551",210730,"Nova Iorque","40-44",144,"Masculino"
"5552",210735,"Nova Olinda do Maranhão","40-44",682,"Masculino"
"5553",210740,"Olho d'Água das Cunhãs","40-44",659,"Masculino"
"5554",210745,"Olinda Nova do Maranhão","40-44",457,"Masculino"
"5555",210750,"Paço do Lumiar","40-44",4411,"Masculino"
"5556",210760,"Palmeirândia","40-44",573,"Masculino"
"5557",210770,"Paraibano","40-44",706,"Masculino"
"5558",210780,"Parnarama","40-44",1145,"Masculino"
"5559",210790,"Passagem Franca","40-44",638,"Masculino"
"5560",210800,"Pastos Bons","40-44",584,"Masculino"
"5561",210805,"Paulino Neves","40-44",438,"Masculino"
"5562",210810,"Paulo Ramos","40-44",651,"Masculino"
"5563",210820,"Pedreiras","40-44",1291,"Masculino"
"5564",210825,"Pedro do Rosário","40-44",760,"Masculino"
"5565",210830,"Penalva","40-44",1111,"Masculino"
"5566",210840,"Peri Mirim","40-44",509,"Masculino"
"5567",210845,"Peritoró","40-44",693,"Masculino"
"5568",210850,"Pindaré-Mirim","40-44",945,"Masculino"
"5569",210860,"Pinheiro","40-44",2639,"Masculino"
"5570",210870,"Pio XII","40-44",606,"Masculino"
"5571",210880,"Pirapemas","40-44",537,"Masculino"
"5572",210890,"Poção de Pedras","40-44",633,"Masculino"
"5573",210900,"Porto Franco","40-44",824,"Masculino"
"5574",210905,"Porto Rico do Maranhão","40-44",227,"Masculino"
"5575",210910,"Presidente Dutra","40-44",1655,"Masculino"
"5576",210920,"Presidente Juscelino","40-44",324,"Masculino"
"5577",210923,"Presidente Médici","40-44",229,"Masculino"
"5578",210927,"Presidente Sarney","40-44",530,"Masculino"
"5579",210930,"Presidente Vargas","40-44",288,"Masculino"
"5580",210940,"Primeira Cruz","40-44",493,"Masculino"
"5581",210945,"Raposa","40-44",1066,"Masculino"
"5582",210950,"Riachão","40-44",726,"Masculino"
"5583",210955,"Ribamar Fiquene","40-44",261,"Masculino"
"5584",210960,"Rosário","40-44",1304,"Masculino"
"5585",210970,"Sambaíba","40-44",173,"Masculino"
"5586",210975,"Santa Filomena do Maranhão","40-44",264,"Masculino"
"5587",210980,"Santa Helena","40-44",1282,"Masculino"
"5588",210990,"Santa Inês","40-44",3023,"Masculino"
"5589",211000,"Santa Luzia","40-44",2197,"Masculino"
"5590",211003,"Santa Luzia do Paruá","40-44",743,"Masculino"
"5591",211010,"Santa Quitéria do Maranhão","40-44",760,"Masculino"
"5592",211020,"Santa Rita","40-44",1272,"Masculino"
"5593",211023,"Santana do Maranhão","40-44",403,"Masculino"
"5594",211027,"Santo Amaro do Maranhão","40-44",458,"Masculino"
"5595",211030,"Santo Antônio dos Lopes","40-44",517,"Masculino"
"5596",211040,"São Benedito do Rio Preto","40-44",480,"Masculino"
"5597",211050,"São Bento","40-44",1689,"Masculino"
"5598",211060,"São Bernardo","40-44",829,"Masculino"
"5599",211065,"São Domingos do Azeitão","40-44",228,"Masculino"
"5600",211070,"São Domingos do Maranhão","40-44",1051,"Masculino"
"5601",211080,"São Félix de Balsas","40-44",146,"Masculino"
"5602",211085,"São Francisco do Brejão","40-44",417,"Masculino"
"5603",211090,"São Francisco do Maranhão","40-44",371,"Masculino"
"5604",211100,"São João Batista","40-44",700,"Masculino"
"5605",211102,"São João do Carú","40-44",483,"Masculino"
"5606",211105,"São João do Paraíso","40-44",385,"Masculino"
"5607",211107,"São João do Soter","40-44",544,"Masculino"
"5608",211110,"São João dos Patos","40-44",845,"Masculino"
"5609",211120,"São José de Ribamar","40-44",5843,"Masculino"
"5610",211125,"São José dos Basílios","40-44",232,"Masculino"
"5611",211130,"São Luís","40-44",38099,"Masculino"
"5612",211140,"São Luís Gonzaga do Maranhão","40-44",592,"Masculino"
"5613",211150,"São Mateus do Maranhão","40-44",1219,"Masculino"
"5614",211153,"São Pedro da Água Branca","40-44",400,"Masculino"
"5615",211157,"São Pedro dos Crentes","40-44",149,"Masculino"
"5616",211160,"São Raimundo das Mangabeiras","40-44",566,"Masculino"
"5617",211163,"São Raimundo do Doca Bezerra","40-44",171,"Masculino"
"5618",211167,"São Roberto","40-44",285,"Masculino"
"5619",211170,"São Vicente Ferrer","40-44",692,"Masculino"
"5620",211172,"Satubinha","40-44",435,"Masculino"
"5621",211174,"Senador Alexandre Costa","40-44",311,"Masculino"
"5622",211176,"Senador La Rocque","40-44",439,"Masculino"
"5623",211178,"Serrano do Maranhão","40-44",309,"Masculino"
"5624",211180,"Sítio Novo","40-44",612,"Masculino"
"5625",211190,"Sucupira do Norte","40-44",298,"Masculino"
"5626",211195,"Sucupira do Riachão","40-44",180,"Masculino"
"5627",211200,"Tasso Fragoso","40-44",223,"Masculino"
"5628",211210,"Timbiras","40-44",789,"Masculino"
"5629",211220,"Timon","40-44",5756,"Masculino"
"5630",211223,"Trizidela do Vale","40-44",699,"Masculino"
"5631",211227,"Tufilândia","40-44",162,"Masculino"
"5632",211230,"Tuntum","40-44",1371,"Masculino"
"5633",211240,"Turiaçu","40-44",1039,"Masculino"
"5634",211245,"Turilândia","40-44",679,"Masculino"
"5635",211250,"Tutóia","40-44",1795,"Masculino"
"5636",211260,"Urbano Santos","40-44",884,"Masculino"
"5637",211270,"Vargem Grande","40-44",1670,"Masculino"
"5638",211280,"Viana","40-44",1649,"Masculino"
"5639",211285,"Vila Nova dos Martírios","40-44",428,"Masculino"
"5640",211290,"Vitória do Mearim","40-44",985,"Masculino"
"5641",211300,"Vitorino Freire","40-44",951,"Masculino"
"5642",211400,"Zé Doca","40-44",1686,"Masculino"
"5643",210005,"Açailândia","45-49",2996,"Masculino"
"5644",210010,"Afonso Cunha","45-49",161,"Masculino"
"5645",210015,"Água Doce do Maranhão","45-49",379,"Masculino"
"5646",210020,"Alcântara","45-49",608,"Masculino"
"5647",210030,"Aldeias Altas","45-49",584,"Masculino"
"5648",210040,"Altamira do Maranhão","45-49",225,"Masculino"
"5649",210043,"Alto Alegre do Maranhão","45-49",634,"Masculino"
"5650",210047,"Alto Alegre do Pindaré","45-49",685,"Masculino"
"5651",210050,"Alto Parnaíba","45-49",268,"Masculino"
"5652",210055,"Amapá do Maranhão","45-49",147,"Masculino"
"5653",210060,"Amarante do Maranhão","45-49",983,"Masculino"
"5654",210070,"Anajatuba","45-49",801,"Masculino"
"5655",210080,"Anapurus","45-49",373,"Masculino"
"5656",210083,"Apicum-Açu","45-49",437,"Masculino"
"5657",210087,"Araguanã","45-49",423,"Masculino"
"5658",210090,"Araioses","45-49",1307,"Masculino"
"5659",210095,"Arame","45-49",744,"Masculino"
"5660",210100,"Arari","45-49",828,"Masculino"
"5661",210110,"Axixá","45-49",313,"Masculino"
"5662",210120,"Bacabal","45-49",2604,"Masculino"
"5663",210125,"Bacabeira","45-49",392,"Masculino"
"5664",210130,"Bacuri","45-49",446,"Masculino"
"5665",210135,"Bacurituba","45-49",178,"Masculino"
"5666",210140,"Balsas","45-49",2371,"Masculino"
"5667",210150,"Barão de Grajaú","45-49",518,"Masculino"
"5668",210160,"Barra do Corda","45-49",2290,"Masculino"
"5669",210170,"Barreirinhas","45-49",1436,"Masculino"
"5670",210177,"Bela Vista do Maranhão","45-49",236,"Masculino"
"5671",210173,"Belágua","45-49",137,"Masculino"
"5672",210180,"Benedito Leite","45-49",178,"Masculino"
"5673",210190,"Bequimão","45-49",634,"Masculino"
"5674",210193,"Bernardo do Mearim","45-49",191,"Masculino"
"5675",210197,"Boa Vista do Gurupi","45-49",182,"Masculino"
"5676",210200,"Bom Jardim","45-49",989,"Masculino"
"5677",210203,"Bom Jesus das Selvas","45-49",781,"Masculino"
"5678",210207,"Bom Lugar","45-49",465,"Masculino"
"5679",210210,"Brejo","45-49",875,"Masculino"
"5680",210215,"Brejo de Areia","45-49",225,"Masculino"
"5681",210220,"Buriti","45-49",629,"Masculino"
"5682",210230,"Buriti Bravo","45-49",575,"Masculino"
"5683",210232,"Buriticupu","45-49",1473,"Masculino"
"5684",210235,"Buritirana","45-49",380,"Masculino"
"5685",210237,"Cachoeira Grande","45-49",202,"Masculino"
"5686",210240,"Cajapió","45-49",275,"Masculino"
"5687",210250,"Cajari","45-49",515,"Masculino"
"5688",210255,"Campestre do Maranhão","45-49",419,"Masculino"
"5689",210260,"Cândido Mendes","45-49",532,"Masculino"
"5690",210270,"Cantanhede","45-49",561,"Masculino"
"5691",210275,"Capinzal do Norte","45-49",279,"Masculino"
"5692",210280,"Carolina","45-49",662,"Masculino"
"5693",210290,"Carutapera","45-49",571,"Masculino"
"5694",210300,"Caxias","45-49",4118,"Masculino"
"5695",210310,"Cedral","45-49",346,"Masculino"
"5696",210312,"Central do Maranhão","45-49",230,"Masculino"
"5697",210315,"Centro do Guilherme","45-49",253,"Masculino"
"5698",210317,"Centro Novo do Maranhão","45-49",526,"Masculino"
"5699",210320,"Chapadinha","45-49",1823,"Masculino"
"5700",210325,"Cidelândia","45-49",342,"Masculino"
"5701",210330,"Codó","45-49",2790,"Masculino"
"5702",210340,"Coelho Neto","45-49",1106,"Masculino"
"5703",210350,"Colinas","45-49",970,"Masculino"
"5704",210355,"Conceição do Lago-Açu","45-49",379,"Masculino"
"5705",210360,"Coroatá","45-49",1674,"Masculino"
"5706",210370,"Cururupu","45-49",986,"Masculino"
"5707",210375,"Davinópolis","45-49",281,"Masculino"
"5708",210380,"Dom Pedro","45-49",606,"Masculino"
"5709",210390,"Duque Bacelar","45-49",266,"Masculino"
"5710",210400,"Esperantinópolis","45-49",447,"Masculino"
"5711",210405,"Estreito","45-49",1375,"Masculino"
"5712",210407,"Feira Nova do Maranhão","45-49",256,"Masculino"
"5713",210408,"Fernando Falcão","45-49",258,"Masculino"
"5714",210409,"Formosa da Serra Negra","45-49",522,"Masculino"
"5715",210410,"Fortaleza dos Nogueiras","45-49",320,"Masculino"
"5716",210420,"Fortuna","45-49",387,"Masculino"
"5717",210430,"Godofredo Viana","45-49",368,"Masculino"
"5718",210440,"Gonçalves Dias","45-49",439,"Masculino"
"5719",210450,"Governador Archer","45-49",254,"Masculino"
"5720",210455,"Governador Edison Lobão","45-49",461,"Masculino"
"5721",210460,"Governador Eugênio Barros","45-49",402,"Masculino"
"5722",210462,"Governador Luiz Rocha","45-49",191,"Masculino"
"5723",210465,"Governador Newton Bello","45-49",230,"Masculino"
"5724",210467,"Governador Nunes Freire","45-49",514,"Masculino"
"5725",210470,"Graça Aranha","45-49",175,"Masculino"
"5726",210480,"Grajaú","45-49",1699,"Masculino"
"5727",210490,"Guimarães","45-49",340,"Masculino"
"5728",210500,"Humberto de Campos","45-49",667,"Masculino"
"5729",210510,"Icatu","45-49",667,"Masculino"
"5730",210515,"Igarapé do Meio","45-49",295,"Masculino"
"5731",210520,"Igarapé Grande","45-49",318,"Masculino"
"5732",210530,"Imperatriz","45-49",7095,"Masculino"
"5733",210535,"Itaipava do Grajaú","45-49",390,"Masculino"
"5734",210540,"Itapecuru Mirim","45-49",1678,"Masculino"
"5735",210542,"Itinga do Maranhão","45-49",734,"Masculino"
"5736",210545,"Jatobá","45-49",260,"Masculino"
"5737",210547,"Jenipapo dos Vieiras","45-49",371,"Masculino"
"5738",210550,"João Lisboa","45-49",591,"Masculino"
"5739",210560,"Joselândia","45-49",414,"Masculino"
"5740",210565,"Junco do Maranhão","45-49",74,"Masculino"
"5741",210570,"Lago da Pedra","45-49",1302,"Masculino"
"5742",210580,"Lago do Junco","45-49",302,"Masculino"
"5743",210594,"Lago dos Rodrigues","45-49",259,"Masculino"
"5744",210590,"Lago Verde","45-49",386,"Masculino"
"5745",210592,"Lagoa do Mato","45-49",284,"Masculino"
"5746",210596,"Lagoa Grande do Maranhão","45-49",278,"Masculino"
"5747",210598,"Lajeado Novo","45-49",247,"Masculino"
"5748",210600,"Lima Campos","45-49",291,"Masculino"
"5749",210610,"Loreto","45-49",312,"Masculino"
"5750",210620,"Luís Domingues","45-49",175,"Masculino"
"5751",210630,"Magalhães de Almeida","45-49",594,"Masculino"
"5752",210632,"Maracaçumé","45-49",463,"Masculino"
"5753",210635,"Marajá do Sena","45-49",249,"Masculino"
"5754",210637,"Maranhãozinho","45-49",446,"Masculino"
"5755",210640,"Mata Roma","45-49",356,"Masculino"
"5756",210650,"Matinha","45-49",608,"Masculino"
"5757",210660,"Matões","45-49",807,"Masculino"
"5758",210663,"Matões do Norte","45-49",439,"Masculino"
"5759",210667,"Milagres do Maranhão","45-49",203,"Masculino"
"5760",210670,"Mirador","45-49",591,"Masculino"
"5761",210675,"Miranda do Norte","45-49",700,"Masculino"
"5762",210680,"Mirinzal","45-49",460,"Masculino"
"5763",210690,"Monção","45-49",749,"Masculino"
"5764",210700,"Montes Altos","45-49",266,"Masculino"
"5765",210710,"Morros","45-49",463,"Masculino"
"5766",210720,"Nina Rodrigues","45-49",317,"Masculino"
"5767",210725,"Nova Colinas","45-49",139,"Masculino"
"5768",210730,"Nova Iorque","45-49",129,"Masculino"
"5769",210735,"Nova Olinda do Maranhão","45-49",502,"Masculino"
"5770",210740,"Olho d'Água das Cunhãs","45-49",553,"Masculino"
"5771",210745,"Olinda Nova do Maranhão","45-49",350,"Masculino"
"5772",210750,"Paço do Lumiar","45-49",3660,"Masculino"
"5773",210760,"Palmeirândia","45-49",513,"Masculino"
"5774",210770,"Paraibano","45-49",569,"Masculino"
"5775",210780,"Parnarama","45-49",843,"Masculino"
"5776",210790,"Passagem Franca","45-49",419,"Masculino"
"5777",210800,"Pastos Bons","45-49",510,"Masculino"
"5778",210805,"Paulino Neves","45-49",328,"Masculino"
"5779",210810,"Paulo Ramos","45-49",481,"Masculino"
"5780",210820,"Pedreiras","45-49",1038,"Masculino"
"5781",210825,"Pedro do Rosário","45-49",545,"Masculino"
"5782",210830,"Penalva","45-49",858,"Masculino"
"5783",210840,"Peri Mirim","45-49",419,"Masculino"
"5784",210845,"Peritoró","45-49",547,"Masculino"
"5785",210850,"Pindaré-Mirim","45-49",762,"Masculino"
"5786",210860,"Pinheiro","45-49",2313,"Masculino"
"5787",210870,"Pio XII","45-49",522,"Masculino"
"5788",210880,"Pirapemas","45-49",457,"Masculino"
"5789",210890,"Poção de Pedras","45-49",505,"Masculino"
"5790",210900,"Porto Franco","45-49",695,"Masculino"
"5791",210905,"Porto Rico do Maranhão","45-49",212,"Masculino"
"5792",210910,"Presidente Dutra","45-49",1204,"Masculino"
"5793",210920,"Presidente Juscelino","45-49",285,"Masculino"
"5794",210923,"Presidente Médici","45-49",175,"Masculino"
"5795",210927,"Presidente Sarney","45-49",435,"Masculino"
"5796",210930,"Presidente Vargas","45-49",244,"Masculino"
"5797",210940,"Primeira Cruz","45-49",403,"Masculino"
"5798",210945,"Raposa","45-49",915,"Masculino"
"5799",210950,"Riachão","45-49",590,"Masculino"
"5800",210955,"Ribamar Fiquene","45-49",223,"Masculino"
"5801",210960,"Rosário","45-49",1053,"Masculino"
"5802",210970,"Sambaíba","45-49",156,"Masculino"
"5803",210975,"Santa Filomena do Maranhão","45-49",202,"Masculino"
"5804",210980,"Santa Helena","45-49",968,"Masculino"
"5805",210990,"Santa Inês","45-49",2240,"Masculino"
"5806",211000,"Santa Luzia","45-49",1667,"Masculino"
"5807",211003,"Santa Luzia do Paruá","45-49",582,"Masculino"
"5808",211010,"Santa Quitéria do Maranhão","45-49",616,"Masculino"
"5809",211020,"Santa Rita","45-49",1059,"Masculino"
"5810",211023,"Santana do Maranhão","45-49",365,"Masculino"
"5811",211027,"Santo Amaro do Maranhão","45-49",322,"Masculino"
"5812",211030,"Santo Antônio dos Lopes","45-49",406,"Masculino"
"5813",211040,"São Benedito do Rio Preto","45-49",416,"Masculino"
"5814",211050,"São Bento","45-49",1273,"Masculino"
"5815",211060,"São Bernardo","45-49",715,"Masculino"
"5816",211065,"São Domingos do Azeitão","45-49",174,"Masculino"
"5817",211070,"São Domingos do Maranhão","45-49",1024,"Masculino"
"5818",211080,"São Félix de Balsas","45-49",133,"Masculino"
"5819",211085,"São Francisco do Brejão","45-49",342,"Masculino"
"5820",211090,"São Francisco do Maranhão","45-49",349,"Masculino"
"5821",211100,"São João Batista","45-49",566,"Masculino"
"5822",211102,"São João do Carú","45-49",346,"Masculino"
"5823",211105,"São João do Paraíso","45-49",327,"Masculino"
"5824",211107,"São João do Soter","45-49",428,"Masculino"
"5825",211110,"São João dos Patos","45-49",680,"Masculino"
"5826",211120,"São José de Ribamar","45-49",4991,"Masculino"
"5827",211125,"São José dos Basílios","45-49",199,"Masculino"
"5828",211130,"São Luís","45-49",31931,"Masculino"
"5829",211140,"São Luís Gonzaga do Maranhão","45-49",475,"Masculino"
"5830",211150,"São Mateus do Maranhão","45-49",1015,"Masculino"
"5831",211153,"São Pedro da Água Branca","45-49",283,"Masculino"
"5832",211157,"São Pedro dos Crentes","45-49",150,"Masculino"
"5833",211160,"São Raimundo das Mangabeiras","45-49",481,"Masculino"
"5834",211163,"São Raimundo do Doca Bezerra","45-49",128,"Masculino"
"5835",211167,"São Roberto","45-49",186,"Masculino"
"5836",211170,"São Vicente Ferrer","45-49",601,"Masculino"
"5837",211172,"Satubinha","45-49",338,"Masculino"
"5838",211174,"Senador Alexandre Costa","45-49",251,"Masculino"
"5839",211176,"Senador La Rocque","45-49",383,"Masculino"
"5840",211178,"Serrano do Maranhão","45-49",276,"Masculino"
"5841",211180,"Sítio Novo","45-49",582,"Masculino"
"5842",211190,"Sucupira do Norte","45-49",279,"Masculino"
"5843",211195,"Sucupira do Riachão","45-49",151,"Masculino"
"5844",211200,"Tasso Fragoso","45-49",178,"Masculino"
"5845",211210,"Timbiras","45-49",730,"Masculino"
"5846",211220,"Timon","45-49",4546,"Masculino"
"5847",211223,"Trizidela do Vale","45-49",665,"Masculino"
"5848",211227,"Tufilândia","45-49",136,"Masculino"
"5849",211230,"Tuntum","45-49",1139,"Masculino"
"5850",211240,"Turiaçu","45-49",863,"Masculino"
"5851",211245,"Turilândia","45-49",528,"Masculino"
"5852",211250,"Tutóia","45-49",1296,"Masculino"
"5853",211260,"Urbano Santos","45-49",627,"Masculino"
"5854",211270,"Vargem Grande","45-49",1262,"Masculino"
"5855",211280,"Viana","45-49",1318,"Masculino"
"5856",211285,"Vila Nova dos Martírios","45-49",323,"Masculino"
"5857",211290,"Vitória do Mearim","45-49",777,"Masculino"
"5858",211300,"Vitorino Freire","45-49",851,"Masculino"
"5859",211400,"Zé Doca","45-49",1276,"Masculino"
"5860",210005,"Açailândia","50-54",2556,"Masculino"
"5861",210010,"Afonso Cunha","50-54",131,"Masculino"
"5862",210015,"Água Doce do Maranhão","50-54",308,"Masculino"
"5863",210020,"Alcântara","50-54",565,"Masculino"
"5864",210030,"Aldeias Altas","50-54",509,"Masculino"
"5865",210040,"Altamira do Maranhão","50-54",225,"Masculino"
"5866",210043,"Alto Alegre do Maranhão","50-54",542,"Masculino"
"5867",210047,"Alto Alegre do Pindaré","50-54",638,"Masculino"
"5868",210050,"Alto Parnaíba","50-54",255,"Masculino"
"5869",210055,"Amapá do Maranhão","50-54",126,"Masculino"
"5870",210060,"Amarante do Maranhão","50-54",850,"Masculino"
"5871",210070,"Anajatuba","50-54",651,"Masculino"
"5872",210080,"Anapurus","50-54",333,"Masculino"
"5873",210083,"Apicum-Açu","50-54",351,"Masculino"
"5874",210087,"Araguanã","50-54",334,"Masculino"
"5875",210090,"Araioses","50-54",1075,"Masculino"
"5876",210095,"Arame","50-54",647,"Masculino"
"5877",210100,"Arari","50-54",686,"Masculino"
"5878",210110,"Axixá","50-54",236,"Masculino"
"5879",210120,"Bacabal","50-54",2321,"Masculino"
"5880",210125,"Bacabeira","50-54",332,"Masculino"
"5881",210130,"Bacuri","50-54",380,"Masculino"
"5882",210135,"Bacurituba","50-54",145,"Masculino"
"5883",210140,"Balsas","50-54",1940,"Masculino"
"5884",210150,"Barão de Grajaú","50-54",510,"Masculino"
"5885",210160,"Barra do Corda","50-54",2138,"Masculino"
"5886",210170,"Barreirinhas","50-54",1166,"Masculino"
"5887",210177,"Bela Vista do Maranhão","50-54",246,"Masculino"
"5888",210173,"Belágua","50-54",130,"Masculino"
"5889",210180,"Benedito Leite","50-54",199,"Masculino"
"5890",210190,"Bequimão","50-54",526,"Masculino"
"5891",210193,"Bernardo do Mearim","50-54",158,"Masculino"
"5892",210197,"Boa Vista do Gurupi","50-54",205,"Masculino"
"5893",210200,"Bom Jardim","50-54",917,"Masculino"
"5894",210203,"Bom Jesus das Selvas","50-54",624,"Masculino"
"5895",210207,"Bom Lugar","50-54",355,"Masculino"
"5896",210210,"Brejo","50-54",702,"Masculino"
"5897",210215,"Brejo de Areia","50-54",216,"Masculino"
"5898",210220,"Buriti","50-54",513,"Masculino"
"5899",210230,"Buriti Bravo","50-54",552,"Masculino"
"5900",210232,"Buriticupu","50-54",1200,"Masculino"
"5901",210235,"Buritirana","50-54",348,"Masculino"
"5902",210237,"Cachoeira Grande","50-54",181,"Masculino"
"5903",210240,"Cajapió","50-54",243,"Masculino"
"5904",210250,"Cajari","50-54",374,"Masculino"
"5905",210255,"Campestre do Maranhão","50-54",287,"Masculino"
"5906",210260,"Cândido Mendes","50-54",487,"Masculino"
"5907",210270,"Cantanhede","50-54",523,"Masculino"
"5908",210275,"Capinzal do Norte","50-54",249,"Masculino"
"5909",210280,"Carolina","50-54",605,"Masculino"
"5910",210290,"Carutapera","50-54",480,"Masculino"
"5911",210300,"Caxias","50-54",3658,"Masculino"
"5912",210310,"Cedral","50-54",308,"Masculino"
"5913",210312,"Central do Maranhão","50-54",195,"Masculino"
"5914",210315,"Centro do Guilherme","50-54",235,"Masculino"
"5915",210317,"Centro Novo do Maranhão","50-54",416,"Masculino"
"5916",210320,"Chapadinha","50-54",1601,"Masculino"
"5917",210325,"Cidelândia","50-54",332,"Masculino"
"5918",210330,"Codó","50-54",2582,"Masculino"
"5919",210340,"Coelho Neto","50-54",1037,"Masculino"
"5920",210350,"Colinas","50-54",811,"Masculino"
"5921",210355,"Conceição do Lago-Açu","50-54",280,"Masculino"
"5922",210360,"Coroatá","50-54",1401,"Masculino"
"5923",210370,"Cururupu","50-54",842,"Masculino"
"5924",210375,"Davinópolis","50-54",251,"Masculino"
"5925",210380,"Dom Pedro","50-54",538,"Masculino"
"5926",210390,"Duque Bacelar","50-54",265,"Masculino"
"5927",210400,"Esperantinópolis","50-54",435,"Masculino"
"5928",210405,"Estreito","50-54",1077,"Masculino"
"5929",210407,"Feira Nova do Maranhão","50-54",224,"Masculino"
