"","cod_municipio","municipio","faixa_etaria","quantidade","sexo"
"4739",211107,"São João do Soter","20-24",814,"Masculino"
"4740",211110,"São João dos Patos","20-24",1101,"Masculino"
"4741",211120,"São José de Ribamar","20-24",8942,"Masculino"
"4742",211125,"São José dos Basílios","20-24",348,"Masculino"
"4743",211130,"São Luís","20-24",49938,"Masculino"
"4744",211140,"São Luís Gonzaga do Maranhão","20-24",879,"Masculino"
"4745",211150,"São Mateus do Maranhão","20-24",1846,"Masculino"
"4746",211153,"São Pedro da Água Branca","20-24",609,"Masculino"
"4747",211157,"São Pedro dos Crentes","20-24",235,"Masculino"
"4748",211160,"São Raimundo das Mangabeiras","20-24",960,"Masculino"
"4749",211163,"São Raimundo do Doca Bezerra","20-24",244,"Masculino"
"4750",211167,"São Roberto","20-24",350,"Masculino"
"4751",211170,"São Vicente Ferrer","20-24",1015,"Masculino"
"4752",211172,"Satubinha","20-24",727,"Masculino"
"4753",211174,"Senador Alexandre Costa","20-24",538,"Masculino"
"4754",211176,"Senador La Rocque","20-24",619,"Masculino"
"4755",211178,"Serrano do Maranhão","20-24",538,"Masculino"
"4756",211180,"Sítio Novo","20-24",906,"Masculino"
"4757",211190,"Sucupira do Norte","20-24",495,"Masculino"
"4758",211195,"Sucupira do Riachão","20-24",273,"Masculino"
"4759",211200,"Tasso Fragoso","20-24",463,"Masculino"
"4760",211210,"Timbiras","20-24",1388,"Masculino"
"4761",211220,"Timon","20-24",8529,"Masculino"
"4762",211223,"Trizidela do Vale","20-24",949,"Masculino"
"4763",211227,"Tufilândia","20-24",250,"Masculino"
"4764",211230,"Tuntum","20-24",1860,"Masculino"
"4765",211240,"Turiaçu","20-24",1854,"Masculino"
"4766",211245,"Turilândia","20-24",1229,"Masculino"
"4767",211250,"Tutóia","20-24",3025,"Masculino"
"4768",211260,"Urbano Santos","20-24",1891,"Masculino"
"4769",211270,"Vargem Grande","20-24",2996,"Masculino"
"4770",211280,"Viana","20-24",2499,"Masculino"
"4771",211285,"Vila Nova dos Martírios","20-24",757,"Masculino"
"4772",211290,"Vitória do Mearim","20-24",1434,"Masculino"
"4773",211300,"Vitorino Freire","20-24",1505,"Masculino"
"4774",211400,"Zé Doca","20-24",2423,"Masculino"
"4775",210005,"Açailândia","25-29",4892,"Masculino"
"4776",210010,"Afonso Cunha","25-29",269,"Masculino"
"4777",210015,"Água Doce do Maranhão","25-29",568,"Masculino"
"4778",210020,"Alcântara","25-29",898,"Masculino"
"4779",210030,"Aldeias Altas","25-29",1102,"Masculino"
"4780",210040,"Altamira do Maranhão","25-29",348,"Masculino"
"4781",210043,"Alto Alegre do Maranhão","25-29",1072,"Masculino"
"4782",210047,"Alto Alegre do Pindaré","25-29",1339,"Masculino"
"4783",210050,"Alto Parnaíba","25-29",515,"Masculino"
"4784",210055,"Amapá do Maranhão","25-29",253,"Masculino"
"4785",210060,"Amarante do Maranhão","25-29",1665,"Masculino"
"4786",210070,"Anajatuba","25-29",1130,"Masculino"
"4787",210080,"Anapurus","25-29",693,"Masculino"
"4788",210083,"Apicum-Açu","25-29",949,"Masculino"
"4789",210087,"Araguanã","25-29",614,"Masculino"
"4790",210090,"Araioses","25-29",1975,"Masculino"
"4791",210095,"Arame","25-29",1515,"Masculino"
"4792",210100,"Arari","25-29",1298,"Masculino"
"4793",210110,"Axixá","25-29",541,"Masculino"
"4794",210120,"Bacabal","25-29",3999,"Masculino"
"4795",210125,"Bacabeira","25-29",749,"Masculino"
"4796",210130,"Bacuri","25-29",920,"Masculino"
"4797",210135,"Bacurituba","25-29",225,"Masculino"
"4798",210140,"Balsas","25-29",4427,"Masculino"
"4799",210150,"Barão de Grajaú","25-29",809,"Masculino"
"4800",210160,"Barra do Corda","25-29",3937,"Masculino"
"4801",210170,"Barreirinhas","25-29",2803,"Masculino"
"4802",210177,"Bela Vista do Maranhão","25-29",447,"Masculino"
"4803",210173,"Belágua","25-29",315,"Masculino"
"4804",210180,"Benedito Leite","25-29",288,"Masculino"
"4805",210190,"Bequimão","25-29",842,"Masculino"
"4806",210193,"Bernardo do Mearim","25-29",235,"Masculino"
"4807",210197,"Boa Vista do Gurupi","25-29",406,"Masculino"
"4808",210200,"Bom Jardim","25-29",1674,"Masculino"
"4809",210203,"Bom Jesus das Selvas","25-29",1547,"Masculino"
"4810",210207,"Bom Lugar","25-29",684,"Masculino"
"4811",210210,"Brejo","25-29",1385,"Masculino"
"4812",210215,"Brejo de Areia","25-29",398,"Masculino"
"4813",210220,"Buriti","25-29",1125,"Masculino"
"4814",210230,"Buriti Bravo","25-29",1018,"Masculino"
"4815",210232,"Buriticupu","25-29",2958,"Masculino"
"4816",210235,"Buritirana","25-29",677,"Masculino"
"4817",210237,"Cachoeira Grande","25-29",429,"Masculino"
"4818",210240,"Cajapió","25-29",429,"Masculino"
"4819",210250,"Cajari","25-29",921,"Masculino"
"4820",210255,"Campestre do Maranhão","25-29",673,"Masculino"
"4821",210260,"Cândido Mendes","25-29",927,"Masculino"
"4822",210270,"Cantanhede","25-29",951,"Masculino"
"4823",210275,"Capinzal do Norte","25-29",476,"Masculino"
"4824",210280,"Carolina","25-29",1109,"Masculino"
"4825",210290,"Carutapera","25-29",1110,"Masculino"
"4826",210300,"Caxias","25-29",6517,"Masculino"
"4827",210310,"Cedral","25-29",410,"Masculino"
"4828",210312,"Central do Maranhão","25-29",365,"Masculino"
"4829",210315,"Centro do Guilherme","25-29",687,"Masculino"
"4830",210317,"Centro Novo do Maranhão","25-29",991,"Masculino"
"4831",210320,"Chapadinha","25-29",3340,"Masculino"
"4832",210325,"Cidelândia","25-29",570,"Masculino"
"4833",210330,"Codó","25-29",4656,"Masculino"
"4834",210340,"Coelho Neto","25-29",1911,"Masculino"
"4835",210350,"Colinas","25-29",1967,"Masculino"
"4836",210355,"Conceição do Lago-Açu","25-29",657,"Masculino"
"4837",210360,"Coroatá","25-29",2515,"Masculino"
"4838",210370,"Cururupu","25-29",1280,"Masculino"
"4839",210375,"Davinópolis","25-29",560,"Masculino"
"4840",210380,"Dom Pedro","25-29",920,"Masculino"
"4841",210390,"Duque Bacelar","25-29",484,"Masculino"
"4842",210400,"Esperantinópolis","25-29",699,"Masculino"
"4843",210405,"Estreito","25-29",2113,"Masculino"
"4844",210407,"Feira Nova do Maranhão","25-29",394,"Masculino"
"4845",210408,"Fernando Falcão","25-29",495,"Masculino"
"4846",210409,"Formosa da Serra Negra","25-29",1080,"Masculino"
"4847",210410,"Fortaleza dos Nogueiras","25-29",640,"Masculino"
"4848",210420,"Fortuna","25-29",662,"Masculino"
"4849",210430,"Godofredo Viana","25-29",624,"Masculino"
"4850",210440,"Gonçalves Dias","25-29",741,"Masculino"
"4851",210450,"Governador Archer","25-29",437,"Masculino"
"4852",210455,"Governador Edison Lobão","25-29",830,"Masculino"
"4853",210460,"Governador Eugênio Barros","25-29",665,"Masculino"
"4854",210462,"Governador Luiz Rocha","25-29",344,"Masculino"
"4855",210465,"Governador Newton Bello","25-29",419,"Masculino"
"4856",210467,"Governador Nunes Freire","25-29",1009,"Masculino"
"4857",210470,"Graça Aranha","25-29",245,"Masculino"
"4858",210480,"Grajaú","25-29",3251,"Masculino"
"4859",210490,"Guimarães","25-29",497,"Masculino"
"4860",210500,"Humberto de Campos","25-29",1199,"Masculino"
"4861",210510,"Icatu","25-29",1266,"Masculino"
"4862",210515,"Igarapé do Meio","25-29",624,"Masculino"
"4863",210520,"Igarapé Grande","25-29",438,"Masculino"
"4864",210530,"Imperatriz","25-29",10666,"Masculino"
"4865",210535,"Itaipava do Grajaú","25-29",705,"Masculino"
"4866",210540,"Itapecuru Mirim","25-29",2800,"Masculino"
"4867",210542,"Itinga do Maranhão","25-29",1018,"Masculino"
"4868",210545,"Jatobá","25-29",437,"Masculino"
"4869",210547,"Jenipapo dos Vieiras","25-29",782,"Masculino"
"4870",210550,"João Lisboa","25-29",938,"Masculino"
"4871",210560,"Joselândia","25-29",659,"Masculino"
"4872",210565,"Junco do Maranhão","25-29",140,"Masculino"
"4873",210570,"Lago da Pedra","25-29",2215,"Masculino"
"4874",210580,"Lago do Junco","25-29",469,"Masculino"
"4875",210594,"Lago dos Rodrigues","25-29",396,"Masculino"
"4876",210590,"Lago Verde","25-29",644,"Masculino"
"4877",210592,"Lagoa do Mato","25-29",499,"Masculino"
"4878",210596,"Lagoa Grande do Maranhão","25-29",539,"Masculino"
"4879",210598,"Lajeado Novo","25-29",351,"Masculino"
"4880",210600,"Lima Campos","25-29",484,"Masculino"
"4881",210610,"Loreto","25-29",599,"Masculino"
"4882",210620,"Luís Domingues","25-29",343,"Masculino"
"4883",210630,"Magalhães de Almeida","25-29",901,"Masculino"
"4884",210632,"Maracaçumé","25-29",880,"Masculino"
"4885",210635,"Marajá do Sena","25-29",407,"Masculino"
"4886",210637,"Maranhãozinho","25-29",847,"Masculino"
"4887",210640,"Mata Roma","25-29",737,"Masculino"
"4888",210650,"Matinha","25-29",945,"Masculino"
"4889",210660,"Matões","25-29",1257,"Masculino"
"4890",210663,"Matões do Norte","25-29",873,"Masculino"
"4891",210667,"Milagres do Maranhão","25-29",322,"Masculino"
"4892",210670,"Mirador","25-29",985,"Masculino"
"4893",210675,"Miranda do Norte","25-29",1167,"Masculino"
"4894",210680,"Mirinzal","25-29",623,"Masculino"
"4895",210690,"Monção","25-29",1536,"Masculino"
"4896",210700,"Montes Altos","25-29",367,"Masculino"
"4897",210710,"Morros","25-29",883,"Masculino"
"4898",210720,"Nina Rodrigues","25-29",682,"Masculino"
"4899",210725,"Nova Colinas","25-29",236,"Masculino"
"4900",210730,"Nova Iorque","25-29",202,"Masculino"
"4901",210735,"Nova Olinda do Maranhão","25-29",916,"Masculino"
"4902",210740,"Olho d'Água das Cunhãs","25-29",802,"Masculino"
"4903",210745,"Olinda Nova do Maranhão","25-29",633,"Masculino"
"4904",210750,"Paço do Lumiar","25-29",5162,"Masculino"
"4905",210760,"Palmeirândia","25-29",764,"Masculino"
"4906",210770,"Paraibano","25-29",986,"Masculino"
"4907",210780,"Parnarama","25-29",1363,"Masculino"
"4908",210790,"Passagem Franca","25-29",770,"Masculino"
"4909",210800,"Pastos Bons","25-29",866,"Masculino"
"4910",210805,"Paulino Neves","25-29",770,"Masculino"
"4911",210810,"Paulo Ramos","25-29",935,"Masculino"
"4912",210820,"Pedreiras","25-29",1460,"Masculino"
"4913",210825,"Pedro do Rosário","25-29",1060,"Masculino"
"4914",210830,"Penalva","25-29",1727,"Masculino"
"4915",210840,"Peri Mirim","25-29",581,"Masculino"
"4916",210845,"Peritoró","25-29",911,"Masculino"
"4917",210850,"Pindaré-Mirim","25-29",1306,"Masculino"
"4918",210860,"Pinheiro","25-29",3321,"Masculino"
"4919",210870,"Pio XII","25-29",909,"Masculino"
"4920",210880,"Pirapemas","25-29",760,"Masculino"
"4921",210890,"Poção de Pedras","25-29",721,"Masculino"
"4922",210900,"Porto Franco","25-29",1093,"Masculino"
"4923",210905,"Porto Rico do Maranhão","25-29",226,"Masculino"
"4924",210910,"Presidente Dutra","25-29",2067,"Masculino"
"4925",210920,"Presidente Juscelino","25-29",638,"Masculino"
"4926",210923,"Presidente Médici","25-29",296,"Masculino"
"4927",210927,"Presidente Sarney","25-29",799,"Masculino"
"4928",210930,"Presidente Vargas","25-29",486,"Masculino"
"4929",210940,"Primeira Cruz","25-29",675,"Masculino"
"4930",210945,"Raposa","25-29",1216,"Masculino"
"4931",210950,"Riachão","25-29",822,"Masculino"
"4932",210955,"Ribamar Fiquene","25-29",334,"Masculino"
"4933",210960,"Rosário","25-29",1894,"Masculino"
"4934",210970,"Sambaíba","25-29",280,"Masculino"
"4935",210975,"Santa Filomena do Maranhão","25-29",357,"Masculino"
"4936",210980,"Santa Helena","25-29",1656,"Masculino"
"4937",210990,"Santa Inês","25-29",3376,"Masculino"
"4938",211000,"Santa Luzia","25-29",2838,"Masculino"
"4939",211003,"Santa Luzia do Paruá","25-29",1111,"Masculino"
"4940",211010,"Santa Quitéria do Maranhão","25-29",1065,"Masculino"
"4941",211020,"Santa Rita","25-29",1755,"Masculino"
"4942",211023,"Santana do Maranhão","25-29",586,"Masculino"
"4943",211027,"Santo Amaro do Maranhão","25-29",790,"Masculino"
"4944",211030,"Santo Antônio dos Lopes","25-29",585,"Masculino"
"4945",211040,"São Benedito do Rio Preto","25-29",759,"Masculino"
"4946",211050,"São Bento","25-29",1831,"Masculino"
"4947",211060,"São Bernardo","25-29",1156,"Masculino"
"4948",211065,"São Domingos do Azeitão","25-29",325,"Masculino"
"4949",211070,"São Domingos do Maranhão","25-29",1459,"Masculino"
"4950",211080,"São Félix de Balsas","25-29",211,"Masculino"
"4951",211085,"São Francisco do Brejão","25-29",503,"Masculino"
"4952",211090,"São Francisco do Maranhão","25-29",527,"Masculino"
"4953",211100,"São João Batista","25-29",814,"Masculino"
"4954",211102,"São João do Carú","25-29",664,"Masculino"
"4955",211105,"São João do Paraíso","25-29",516,"Masculino"
"4956",211107,"São João do Soter","25-29",693,"Masculino"
"4957",211110,"São João dos Patos","25-29",1060,"Masculino"
"4958",211120,"São José de Ribamar","25-29",7749,"Masculino"
"4959",211125,"São José dos Basílios","25-29",331,"Masculino"
"4960",211130,"São Luís","25-29",43436,"Masculino"
"4961",211140,"São Luís Gonzaga do Maranhão","25-29",751,"Masculino"
"4962",211150,"São Mateus do Maranhão","25-29",1713,"Masculino"
"4963",211153,"São Pedro da Água Branca","25-29",562,"Masculino"
"4964",211157,"São Pedro dos Crentes","25-29",227,"Masculino"
"4965",211160,"São Raimundo das Mangabeiras","25-29",876,"Masculino"
"4966",211163,"São Raimundo do Doca Bezerra","25-29",265,"Masculino"
"4967",211167,"São Roberto","25-29",337,"Masculino"
"4968",211170,"São Vicente Ferrer","25-29",1037,"Masculino"
"4969",211172,"Satubinha","25-29",630,"Masculino"
"4970",211174,"Senador Alexandre Costa","25-29",483,"Masculino"
"4971",211176,"Senador La Rocque","25-29",542,"Masculino"
"4972",211178,"Serrano do Maranhão","25-29",435,"Masculino"
"4973",211180,"Sítio Novo","25-29",882,"Masculino"
"4974",211190,"Sucupira do Norte","25-29",484,"Masculino"
"4975",211195,"Sucupira do Riachão","25-29",257,"Masculino"
"4976",211200,"Tasso Fragoso","25-29",396,"Masculino"
"4977",211210,"Timbiras","25-29",1249,"Masculino"
"4978",211220,"Timon","25-29",6674,"Masculino"
"4979",211223,"Trizidela do Vale","25-29",801,"Masculino"
"4980",211227,"Tufilândia","25-29",220,"Masculino"
"4981",211230,"Tuntum","25-29",1874,"Masculino"
"4982",211240,"Turiaçu","25-29",1592,"Masculino"
"4983",211245,"Turilândia","25-29",976,"Masculino"
"4984",211250,"Tutóia","25-29",2720,"Masculino"
"4985",211260,"Urbano Santos","25-29",1492,"Masculino"
"4986",211270,"Vargem Grande","25-29",2456,"Masculino"
"4987",211280,"Viana","25-29",2201,"Masculino"
"4988",211285,"Vila Nova dos Martírios","25-29",579,"Masculino"
"4989",211290,"Vitória do Mearim","25-29",1418,"Masculino"
"4990",211300,"Vitorino Freire","25-29",1269,"Masculino"
"4991",211400,"Zé Doca","25-29",2160,"Masculino"
"4992",210005,"Açailândia","30-34",4643,"Masculino"
"4993",210010,"Afonso Cunha","30-34",220,"Masculino"
"4994",210015,"Água Doce do Maranhão","30-34",527,"Masculino"
"4995",210020,"Alcântara","30-34",935,"Masculino"
"4996",210030,"Aldeias Altas","30-34",1036,"Masculino"
"4997",210040,"Altamira do Maranhão","30-34",284,"Masculino"
"4998",210043,"Alto Alegre do Maranhão","30-34",1156,"Masculino"
"4999",210047,"Alto Alegre do Pindaré","30-34",1136,"Masculino"
"5000",210050,"Alto Parnaíba","30-34",461,"Masculino"
"5001",210055,"Amapá do Maranhão","30-34",247,"Masculino"
"5002",210060,"Amarante do Maranhão","30-34",1460,"Masculino"
"5003",210070,"Anajatuba","30-34",1139,"Masculino"
"5004",210080,"Anapurus","30-34",591,"Masculino"
"5005",210083,"Apicum-Açu","30-34",803,"Masculino"
"5006",210087,"Araguanã","30-34",595,"Masculino"
"5007",210090,"Araioses","30-34",1892,"Masculino"
"5008",210095,"Arame","30-34",1249,"Masculino"
"5009",210100,"Arari","30-34",1270,"Masculino"
"5010",210110,"Axixá","30-34",495,"Masculino"
"5011",210120,"Bacabal","30-34",3974,"Masculino"
"5012",210125,"Bacabeira","30-34",771,"Masculino"
"5013",210130,"Bacuri","30-34",823,"Masculino"
"5014",210135,"Bacurituba","30-34",206,"Masculino"
"5015",210140,"Balsas","30-34",4171,"Masculino"
"5016",210150,"Barão de Grajaú","30-34",859,"Masculino"
"5017",210160,"Barra do Corda","30-34",3257,"Masculino"
"5018",210170,"Barreirinhas","30-34",2422,"Masculino"
"5019",210177,"Bela Vista do Maranhão","30-34",428,"Masculino"
"5020",210173,"Belágua","30-34",247,"Masculino"
"5021",210180,"Benedito Leite","30-34",214,"Masculino"
"5022",210190,"Bequimão","30-34",899,"Masculino"
"5023",210193,"Bernardo do Mearim","30-34",238,"Masculino"
"5024",210197,"Boa Vista do Gurupi","30-34",322,"Masculino"
"5025",210200,"Bom Jardim","30-34",1422,"Masculino"
"5026",210203,"Bom Jesus das Selvas","30-34",1626,"Masculino"
"5027",210207,"Bom Lugar","30-34",695,"Masculino"
"5028",210210,"Brejo","30-34",1404,"Masculino"
"5029",210215,"Brejo de Areia","30-34",311,"Masculino"
"5030",210220,"Buriti","30-34",1070,"Masculino"
"5031",210230,"Buriti Bravo","30-34",858,"Masculino"
"5032",210232,"Buriticupu","30-34",2595,"Masculino"
"5033",210235,"Buritirana","30-34",566,"Masculino"
"5034",210237,"Cachoeira Grande","30-34",348,"Masculino"
"5035",210240,"Cajapió","30-34",453,"Masculino"
"5036",210250,"Cajari","30-34",755,"Masculino"
"5037",210255,"Campestre do Maranhão","30-34",594,"Masculino"
"5038",210260,"Cândido Mendes","30-34",859,"Masculino"
"5039",210270,"Cantanhede","30-34",874,"Masculino"
"5040",210275,"Capinzal do Norte","30-34",396,"Masculino"
"5041",210280,"Carolina","30-34",952,"Masculino"
"5042",210290,"Carutapera","30-34",1046,"Masculino"
"5043",210300,"Caxias","30-34",6143,"Masculino"
"5044",210310,"Cedral","30-34",445,"Masculino"
"5045",210312,"Central do Maranhão","30-34",315,"Masculino"
"5046",210315,"Centro do Guilherme","30-34",719,"Masculino"
"5047",210317,"Centro Novo do Maranhão","30-34",936,"Masculino"
"5048",210320,"Chapadinha","30-34",3143,"Masculino"
"5049",210325,"Cidelândia","30-34",554,"Masculino"
"5050",210330,"Codó","30-34",4678,"Masculino"
"5051",210340,"Coelho Neto","30-34",1717,"Masculino"
"5052",210350,"Colinas","30-34",1613,"Masculino"
"5053",210355,"Conceição do Lago-Açu","30-34",551,"Masculino"
"5054",210360,"Coroatá","30-34",2466,"Masculino"
"5055",210370,"Cururupu","30-34",1199,"Masculino"
"5056",210375,"Davinópolis","30-34",499,"Masculino"
"5057",210380,"Dom Pedro","30-34",830,"Masculino"
"5058",210390,"Duque Bacelar","30-34",382,"Masculino"
"5059",210400,"Esperantinópolis","30-34",603,"Masculino"
"5060",210405,"Estreito","30-34",2358,"Masculino"
"5061",210407,"Feira Nova do Maranhão","30-34",332,"Masculino"
"5062",210408,"Fernando Falcão","30-34",363,"Masculino"
"5063",210409,"Formosa da Serra Negra","30-34",803,"Masculino"
"5064",210410,"Fortaleza dos Nogueiras","30-34",554,"Masculino"
"5065",210420,"Fortuna","30-34",521,"Masculino"
"5066",210430,"Godofredo Viana","30-34",549,"Masculino"
